busStopId,stopNameKorean,stopNameRomanized,stopNameTranslated,StopNameNaver
PHB350099150,한신청실아파트,Han-sin-cheong-sil-a-pa-teu,Hanshin Cheongsil Apartment,
PHB350099151,한신청실아파트,Han-sin-cheong-sil-a-pa-teu,Hanshin Cheongsil Apartment,
PHB350099152,표충각,Pyo-chung-gag,Pyochunggak,
PHB350099153,표충각,Pyo-chung-gag,Pyochunggak,
PHB350099154,풍산금속,Pung-san-geum-sog,Poongsan Metal,
PHB350099156,달전,Dal-jeon,Daljeon,a month ago
PHB350099157,달전,Dal-jeon,Daljeon,a month ago
PHB350099160,포항남부경찰서,Po-hang-nam-bu-gyeong-chal-seo,Pohang Nambu Police Station,Pohang Nambu Police Station
PHB350099161,세명고,Se-myeong-go,Semyeong High School,Sammyoung High School
PHB350099162,득량동,Deug-lyang-dong,Deukryang-dong,Deungnyang-dong
PHB350099163,이동고등학교,I-dong-go-deung-hag-gyo,Idong High School,mobile High School
PHB350099164,이동고등학교,I-dong-go-deung-hag-gyo,Idong High School,mobile High School
PHB350099165,구포항역,Gu-po-hang-yeog,Old Pohang Station,former Pohang Station
PHB350099166,구포항역,Gu-po-hang-yeog,Old Pohang Station,former Pohang Station
PHB350099167,포항꿈트리센터,Po-hang-kkum-teu-li-sen-teo,Pohang Kkumteuli Center,Pohang Dream Tree Center
PHB350099168,장량동행정복지센터,Jang-lyang-dong-haeng-jeong-bog-ji-sen-teo,Jangnyang-dong Administrative Welfare Center,Jangryang-dong Administrative & Welfare Center
PHB350099171,장량5단지,Jang-lyang-5-dan-ji,Jangnyang Apartment Complex #5,Jangryang Complex 5
PHB350099172,장량5단지,Jang-lyang-5-dan-ji,Jangnyang Apartment Complex #5,Jangryang Complex 5
PHB350099173,삼구트리니엔후문,Sam-gu-teu-li-ni-en-hu-mun,Samgu TriniN Back Gate,
PHB350099174,삼구트리니엔후문,Sam-gu-teu-li-ni-en-hu-mun,Samgu TriniN Back Gate,
PHB350099175,현대종합금속,Hyeon-dae-jong-hab-geum-sog,HYUNDAI Metal,
PHB350099176,현대종합금속,Hyeon-dae-jong-hab-geum-sog,HYUNDAI Metal,
PHB350099177,한동대학교입구,Han-dong-dae-hag-gyo-ib-gu,Handong University Entrance,Handong University Entrance
PHB350099178,한동대학교입구,Han-dong-dae-hag-gyo-ib-gu,Handong University Entrance,Handong University Entrance
PHB350099179,도구1리,Do-gu-1-li,Dogu 1-ri,
PHB350099180,도구1리,Do-gu-1-li,Dogu 1-ri,
PHB350099181,동국에스엔씨,Dong-gug-e-seu-en-ssi,Dongkuk S&C,Dongkuk SNSC
PHB350099182,대송파출소,Dae-song-pa-chul-so,Daesong Police Box,Daesong Police Box
PHB350099183,유강코아루,Yu-gang-ko-a-lu,Yugang Koaroo Apartment,An oil-filled nose ring
PHB350099184,효자동,Hyo-ja-dong,Hyoja-dong,Hyoja-dong
PHB350099185,승리아파트,Seung-li-a-pa-teu,Seungri Apartment,Seungri’s
PHB350099186,포항제철고등학교,Po-hang-je-cheol-go-deung-hag-gyo,Pohang Jecheol High School,Pohang Iron and Steel High School
PHB350099187,산책로,San-chaeg-lo,Walking Trails,Sanchaengno
PHB350099188,LG빌라입구,LG-bil-la-ib-gu,LG Villa Entrance,LG Villa Entrance
PHB350099189,LG빌라,LG-bil-la,LG Villa,LG Villa
PHB350099190,포항테크노파크,Po-hang-te-keu-no-pa-keu,Pohang Techno Park,Pohang Techno Park
PHB350099192,포항풋살구장,Po-hang-pus-sal-gu-jang,Pohang Futsal Field,Pohang Futsal Stadium
PHB350099195,대련리입구,Dae-lyeon-li-ib-gu,Daeryeon-ri Entrance,Dalian Entrance
PHB350099196,대련삼거리,Dae-lyeon-sam-geo-li,Daeryeon Three-way Intersection,Dalian three-way Intersection
PHB350099197,내단2리마을회관,Nae-dan-2-li-ma-eul-hoe-gwan,Naedan 2-ri Village Hall,Naedan 2-ri Village Hall
PHB350099198,율산2리마을회관,Yul-san-2-li-ma-eul-hoe-gwan,Yulsan 2-ri Village Hall,Yulsan 2-ri Village Hall
PHB350099199,비학산휴양림,Bi-hag-san-hyu-yang-lim,Bihaksan Mountain Recreational Forest,Bihaksan Recreation Forest
PHB350099200,지경3리마을회관,Ji-gyeong-3-li-ma-eul-hoe-gwan,Jigyeong 3-ri Village Hall,
PHB350099201,중산1리마을회관,Jung-san-1-li-ma-eul-hoe-gwan,Jungsan 1-ri Village Hall,Jungsan 1-ri Village Hall
PHB350099202,지경3리경로당,Ji-gyeong-3-li-gyeong-lo-dang,Jigyeong 3-ri Senior Center,Jigyeong 3-ri Senior Citizens' Party
PHB350099203,만석1리사무소,Man-seog-1-li-sa-mu-so,Manseok 1-ri Office,Manseok 1-ri Office
PHB350099204,상읍2리마을회관,Sang-eub-2-li-ma-eul-hoe-gwan,Sangeup 2-ri Village Hall,Sangeup 2-ri Village Hall
PHB350099205,흥곡1리마을회관,Heung-gog-1-li-ma-eul-hoe-gwan,Heunggok 1-ri Village Hall,Heunggok 1-ri Village Hall
PHB350099206,흥곡2리마을회관,Heung-gog-2-li-ma-eul-hoe-gwan,Heunggok 2-ri Village Hall,Heunggok 2-ri Village Hall
PHB350099207,죽성1리마을회관,Jug-seong-1-li-ma-eul-hoe-gwan,Jukseong 1-ri Village Hall,Jukseong 1-ri Village Hall
PHB350099208,호리마을회관,Ho-li-ma-eul-hoe-gwan,Ho-ri Village Hall,a slender village Hall
PHB350099209,중명생태공원,Jung-myeong-saeng-tae-gong-won,Jungmyeong Ecological Park,
PHB350099210,오어사주차장,O-eo-sa-ju-cha-jang,Oeosa Temple Parking Lot,
PHB350099211,죽정마을회관,Jug-jeong-ma-eul-hoe-gwan,Jukjeong Village Hall,
PHB350099212,금장1리,Geum-jang-1-li,Geumjang 1-ri,Gold 1 ri
PHB350099213,포항농협본점,Po-hang-nong-hyeob-bon-jeom,Pohang Nonghyup Main Branch,Pohang Agricultural Cooperative Office
PHB350099214,포항농협본점,Po-hang-nong-hyeob-bon-jeom,Pohang Nonghyup Main Branch,Pohang Agricultural Cooperative Office
PHB350099215,성법리,Seong-beob-li,Seongbeop-ri,Seongbeop-ri
PHB350099216,초곡리슈빌,Cho-gog-li-syu-bil,Chogok Richeville Apartment,Chogokrishville
PHB350099217,남천리,Nam-cheon-li,Namcheon-ri,Namcheon-ri
PHB350099218,필화리,Pil-hwa-li,Pilhwa-ri,Pilhwa-ri
PHB350099219,오천119안전센터,O-cheon-119-an-jeon-sen-teo,Ocheon 119 Safety Center,Ocheon 119 Safety Center
PHB350099220,오천119안전센터,O-cheon-119-an-jeon-sen-teo,Ocheon 119 Safety Center,Ocheon 119 Safety Center
PHB350099221,오천고등학교,O-cheon-go-deung-hag-gyo,Ocheon High School,
PHB350099222,오천고등학교,O-cheon-go-deung-hag-gyo,Ocheon High School,
PHB350099223,양덕중학교,Yang-deog-jung-hag-gyo,Yangdeok Middle School,Yangdeok Middle School
PHB350099224,양덕중학교,Yang-deog-jung-hag-gyo,Yangdeok Middle School,Yangdeok Middle School
PHB350099225,정천리마을회관,Jeong-cheon-li-ma-eul-hoe-gwan,Jeongcheon-ri Village Hall,
PHB350099226,포항꿈트리센터,Po-hang-kkum-teu-li-sen-teo,Pohang Kkumteuli Center,Pohang Dream Tree Center
PHB350099227,운하치안센터,Un-ha-chi-an-sen-teo,Canal Security Center,Canal Security Center
PHB350099228,운하치안센터,Un-ha-chi-an-sen-teo,Canal Security Center,Canal Security Center
PHB350099229,미루병원,Mi-lu-byeong-won,Miru Hospital,
PHB350099230,미루병원,Mi-lu-byeong-won,Miru Hospital,
PHB350099231,시티병원,Si-ti-byeong-won,CT Hospital,City Hospital
PHB350099232,송도해수욕장,Song-do-hae-su-yog-jang,Songdo Beach,Songdo Beach
PHB350099233,송도해수욕장,Song-do-hae-su-yog-jang,Songdo Beach,Songdo Beach
PHB350099234,여남동회차지,Yeo-nam-dong-hoe-cha-ji,Yeonnam-dong Bus Turnaround,a female member of the same club as a female member of the same
PHB350099235,청림파출소,Cheong-lim-pa-chul-so,Cheongnim Police Box,Cheonglim Police Station
PHB350099236,화진,Hwa-jin,Hwajin,a flower dust
PHB350099237,대전2리경로당,Dae-jeon-2-li-gyeong-lo-dang,Daejeon 2-ri Senior Center,Daejeon 2-ri Senior Citizen's Hall
PHB350099238,지경리,Ji-gyeong-li,Jigyeong-ri,Jigyeong-ri
PHB350099239,용흥초등학교,Yong-heung-cho-deung-hag-gyo,Yongheung Elementary School,Yongheung Elementary School
PHB350099240,학전리,Hag-jeon-li,Hakjeon-ri,Hakjeon-ri
PHB350099241,용흥우방상가,Yong-heung-u-bang-sang-ga,Yongheung Woobang Shopping Mall,Yongheung Friendship Market
PHB350099242,해맞이로입구,Hae-maj-i-lo-ib-gu,Haemaji-ro Entrance,the entrance to the Sunrise Road
PHB350099243,천마저수지,Cheon-ma-jeo-su-ji,Cheonma Reservoir,Cheonma Reservoir
PHB350099244,천마저수지,Cheon-ma-jeo-su-ji,Cheonma Reservoir,Cheonma Reservoir
PHB350099245,필로스호텔,Pil-lo-seu-ho-tel,Philos Hotel,Hotel Philos
PHB350099246,터미널차고지,Teo-mi-neol-cha-go-ji,Terminal Garage,
PHB350099247,서문사거리,Seo-mun-sa-geo-li,Seomun Intersection,Seomun Intersection
PHB350099248,서문사거리,Seo-mun-sa-geo-li,Seomun Intersection,Seomun Intersection
PHB350099249,오천고등학교,O-cheon-go-deung-hag-gyo,Ocheon High School,Ocheon High School
PHB350099250,오천고등학교,O-cheon-go-deung-hag-gyo,Ocheon High School,Ocheon High School
PHB350099251,병포리여성회관,Byeong-po-li-yeo-seong-hoe-gwan,Byeongpo-ri Women’s Center,Byeongpo-ri Women’s Center
PHB350099252,병포리여성회관,Byeong-po-li-yeo-seong-hoe-gwan,Byeongpo-ri Women’s Center,Byeongpo-ri Women’s Center
PHB350099253,구룡포예술회관,Gu-lyong-po-ye-sul-hoe-gwan,Guryongpo Arts Center,Guryong cloth Arts Center
PHB350099254,구룡포예술회관,Gu-lyong-po-ye-sul-hoe-gwan,Guryongpo Arts Center,Guryong cloth Arts Center
PHB350099255,오천환승센터(간선),O-cheon-hwan-seung-sen-teo(gan-seon),Ocheon Transfer Center(main line),Ocheon Transfer Center(transit)
PHB350099256,공수리 마을회관,Gong-su-li- -ma-eul-hoe-gwan,Gongsu-ri Village Hall,Gongsu-ri village Hall
PHB350099257,공수리 마을회관,Gong-su-li- -ma-eul-hoe-gwan,Gongsu-ri Village Hall,Gongsu-ri village Hall
PHB350099258,시노펙스,Si-no-peg-seu,SYNOFEX,Synopex
PHB350099259,태창철강,Tae-chang-cheol-gang,Taechang Steel,"Taechang Steel Co., Ltd"
PHB350099260,동국제강1문,Dong-gug-je-gang-1-mun,Dongkuk Steel Gate 1,"Dongkuk Steel Mill Co., Ltd"
PHB350099261,동국제강3문,Dong-gug-je-gang-3-mun,Dongkuk Steel Gate 3,Three gates of Dongkuk Steel
PHB350099262,삼정제강4공장,Sam-jeong-je-gang-4-gong-jang,Samjeong Steel Factory 4,Samjeong Steel Plant 4
PHB350099263,스틸플라워,Seu-til-peul-la-wo,STEELFLOWER,Steel Flower
PHB350099264,제1근린공원,Je-1-geun-lin-gong-won,1st Neighborhood Park,the First Neighborhood park
PHB350099265,동국SC2공장,Dong-gug-SC2-gong-jang,Dongkuk SC2 Factory,Dongkuk SC2 Factory
PHB350099269,이가리 닻전망대,I-ga-li- -dach-jeon-mang-dae,Iga-ri Anchor Observatory,Iga-ri Anchor Observatory
PHB350099270,이가리 닻전망대,I-ga-li- -dach-jeon-mang-dae,Iga-ri Anchor Observatory,Iga-ri Anchor Observatory
PHB350099271,포항요양병원,Po-hang-yo-yang-byeong-won,Pohang Convalescent Hospital,Pohang Convalescent Hospital
PHB350099272,포항요양병원,Po-hang-yo-yang-byeong-won,Pohang Convalescent Hospital,Pohang Convalescent Hospital
PHB350099273,가척,Ga-cheog,Gacheok,a family crest
PHB350099274,가척,Ga-cheog,Gacheok,a family crest
PHB350099275,에코시스템포항,E-ko-si-seu-tem-po-hang,Eco System Pohang,
PHB350099276,에코시스템포항,E-ko-si-seu-tem-po-hang,Eco System Pohang,Eco-system port
PHB350099277,양덕한마음체육관,Yang-deog-han-ma-eum-che-yug-gwan,Yangdeok Hanmaeum Gymnasium,Yangdeok Hanmaeum Gymnasium
PHB350099278,양덕한마음체육관,Yang-deog-han-ma-eum-che-yug-gwan,Yangdeok Hanmaeum Gymnasium,Yangdeok Hanmaeum Gymnasium
PHB350099279,씨티병원(호흡기전담),Ssi-ti-byeong-won(ho-heub-gi-jeon-dam),CT Hospital(respiratory department),City Hospital (Respiratory Only)
PHB350099280,기계면행정복지센터,Gi-gye-myeon-haeng-jeong-bog-ji-sen-teo,Gigye-myeon Administrative Welfare Center,
PHB350099281,기계면행정복지센터,Gi-gye-myeon-haeng-jeong-bog-ji-sen-teo,Gigye-myeon Administrative Welfare Center,
PHB350099282,대련삼거리,Dae-lyeon-sam-geo-li,Daeryeon Three-way Intersection,Dalian three-way Intersection
PHB350099283,성곡농장,Seong-gog-nong-jang,Seonggok Farm,Seonggok Farm
PHB350099284,이동사거리,I-dong-sa-geo-li,Idong Intersection,A moving distance
PHB350099285,삼일물류터미널,Sam-il-mul-lyu-teo-mi-neol,Samil Logistics Terminal,Samil Logistics Terminal
PHB350099286,삼일물류터미널,Sam-il-mul-lyu-teo-mi-neol,Samil Logistics Terminal,Samil Logistics Terminal
PHB350099287,노인복지회관,No-in-bog-ji-hoe-gwan,Senior Welfare Center,Senior Welfare Center
PHB350099288,노인복지회관,No-in-bog-ji-hoe-gwan,Senior Welfare Center,Senior Welfare Center
PHB350099289,대각1리,Dae-gag-1-li,Daegak 1-ri,
PHB350099290,영암1리,Yeong-am-1-li,Yeongam 1-ri,Yeongam 1-ri
PHB350099291,영암2리,Yeong-am-2-li,Yeongam 2-ri,Yeongam 2-ri
PHB350099292,방석리입구,Bang-seog-li-ib-gu,Bangseok-ri Entrance,Bangseok-ri Entrance
PHB350099293,방석리입구,Bang-seog-li-ib-gu,Bangseok-ri Entrance,Bangseok-ri Entrance
PHB350099294,어업인복지회관,Eo-eob-in-bog-ji-hoe-gwan,Fishermen's Welfare Center,Fisherman Welfare Center
PHB350099295,어업인복지회관,Eo-eob-in-bog-ji-hoe-gwan,Fishermen's Welfare Center,Fisherman Welfare Center
PHB350099296,화진1리마을회관,Hwa-jin-1-li-ma-eul-hoe-gwan,Hwajin 1-ri Village Hall,Hwajin 1-ri Village Hall
PHB350099297,화진1리마을회관,Hwa-jin-1-li-ma-eul-hoe-gwan,Hwajin 1-ri Village Hall,Hwajin 1-ri Village Hall
PHB350099298,어촌계작업장,Eo-chon-gye-jag-eob-jang,Fishing Village Workshop,a fishing village workshop
PHB350099299,어촌계작업장,Eo-chon-gye-jag-eob-jang,Fishing Village Workshop,a fishing village workshop
PHB350099300,뒷머리,Dwis-meo-li,Dwismeoli,the back of one's head
PHB350099301,뒷머리,Dwis-meo-li,Dwismeoli,the back of one's head
PHB350099302,에코프로EM,EcoPro-EM,EcoPro EM,EcoProEM
PHB350099303,에코프로EM,EcoPro-EM,EcoPro EM,EcoProEM
PHB350099304,에코프로AP,EcoPro-AP,EcoPro AP,EcoPro AP
PHB350099305,에코프로AP,EcoPro-AP,EcoPro AP,EcoPro AP
PHB350099306,우전지앤에프,U-jeon-ji-aen-e-peu,Woojeon G&F,Right battery NF
PHB350099307,우전지앤에프,U-jeon-ji-aen-e-peu,Woojeon G&F,Right battery NF
PHB350099308,장성푸르지오,Jang-seong-pu-leu-ji-o,Jangseong Prugio Apartment,Jangseong Prugio
PHB350099309,창포사거리(121),Chang-po-sa-geo-li(121),Changpo Intersection(121),Changpo Intersection (121)
PHB350099310,장량6단지,Jang-lyang-6-dan-ji,Jangnyang Apartment Complex #6,Jangnyang Complex 6
PHB350099311,장량6단지,Jang-lyang-6-dan-ji,Jangnyang Apartment Complex #6,Jangnyang Complex 6
PHB350099312,포항농협장량지점,Po-hang-nong-hyeob-jang-lyang-ji-jeom,Pohang Nonghyup Jangnyang Branch,Pohang Agricultural Cooperative Federation Jangnyang Branch
PHB350099313,홍덕스틸코드,Hong-deog-seu-til-ko-deu,Hongdeok Steel Cord,Hongdeok Steel Code
PHB350099314,구평3리마을회관,Gu-pyeong-3-li-ma-eul-hoe-gwan,Gupyeong 3-ri Village Hall,Gupyeong 3-ri Village Hall
PHB350099315,모포1리,Mo-po-1-li,Mopo 1-ri,Morpo 1-ri
PHB350099316,금장2리마을회관,Geum-jang-2-li-ma-eul-hoe-gwan,Geumjang 2-ri Village Hall,Geumjang 2-ri Village Hall
PHB350099317,필화2리마을회관,Pil-hwa-2-li-ma-eul-hoe-gwan,Pilhwa 2-ri Village Hall,Pilhwa 2-ri Village Hall
PHB350099318,지경3리마을회관,Ji-gyeong-3-li-ma-eul-hoe-gwan,Jigyeong 3-ri Village Hall,
PHB350099319,화봉리경로당마을회관,Hwa-bong-li-gyeong-lo-dang-ma-eul-hoe-gwan,Hwabong-ri Senior Village Hall,village Hall per Hwabong-ri path
PHB350099320,안재내미마을,An-jae-nae-mi-ma-eul,Anjaenaemi Village,Anjae Naemi Village
PHB350099321,문성리새마을회관,Mun-seong-li-sae-ma-eul-hoe-gwan,Munseong-ri Saemaeul Hall,Munseong-ri Saemaul Hall
PHB350099322,덕장2리마을회관,Deog-jang-2-li-ma-eul-hoe-gwan,Deokjang 2-ri Village Hall,Deokjang 2-ri Village Hall
PHB350099323,용천2리마을회관,Yong-cheon-2-li-ma-eul-hoe-gwan,Yongcheon 2-ri Village Hall,Yongcheon 2-ri Village Hall
PHB350099324,운제산,Un-je-san,Unjesan Mountain,Unjesan
PHB350099325,대각1리,Dae-gag-1-li,Daegak 1-ri,Daegak 1-ri
PHB350099326,우복리마을,U-bog-li-ma-eul,Ubok-ri Village,Village in Ubok-ri
PHB350099327,중흥리마을회관,Jung-heung-li-ma-eul-hoe-gwan,Jungheung-ri Village Hall,Jungheung-ri village Hall
PHB350099328,자명1리마을회관,Ja-myeong-1-li-ma-eul-hoe-gwan,Jamyeong 1-ri Village Hall,Jajeong 1-ri Village Hall
PHB350099329,인주리마을회관,In-ju-li-ma-eul-hoe-gwan,Inju-ri Village Hall,Inju-ri village Hall
PHB350099330,고현2리마을회관,Go-hyeon-2-li-ma-eul-hoe-gwan,Gohyeon 2-ri Village Hall,Gohyeon 2-ri Village Hall
PHB350099331,안덕2리마을회관,An-deog-2-li-ma-eul-hoe-gwan,Andeok 2-ri Village Hall,Andeok 2-ri Village Hall
PHB350099332,안덕1리마을회관,An-deog-1-li-ma-eul-hoe-gwan,Andeok 1-ri Village Hall,Andeok 1-ri Village Hall
PHB350099333,사정2리마을회관,Sa-jeong-2-li-ma-eul-hoe-gwan,Sajeong 2-ri Village Hall,Sajeong 2-ri Village Hall
PHB350099334,송학,Song-hag,Songhak,Songhak
PHB350099335,냉수2리마을회관,Naeng-su-2-li-ma-eul-hoe-gwan,Naengsu 2-ri Village Hall,Cold Water 2-ri Village Hall
PHB350099336,냉수1리마을회관,Naeng-su-1-li-ma-eul-hoe-gwan,Naengsu 1-ri Village Hall,Cold Water 1-ri Village Hall
PHB350099337,우각1리마을회관,U-gag-1-li-ma-eul-hoe-gwan,Ugak 1-ri Village Hall,Ugak 1-ri Village Hall
PHB350099338,당내마을회관,Dang-nae-ma-eul-hoe-gwan,Dangnae Village Hall,a village hall in the party
PHB350099339,죽성2리마을회관,Jug-seong-2-li-ma-eul-hoe-gwan,Jukseong 2-ri Village Hall,Jukseong 2-ri Village Hall
PHB350099340,광명리마을회관,Gwang-myeong-li-ma-eul-hoe-gwan,Gwangmyeong-ri Village Hall,Gwangmyeong-ri village Hall
PHB350099341,해봉사,Hae-bong-sa,Haebongsa Temple,Haebongsa
PHB350099342,우목보건진료소,U-mog-bo-geon-jin-lyo-so,Umok Health Clinic,Umok Health Clinic
PHB350099343,흥안2리마을회관,Heung-an-2-li-ma-eul-hoe-gwan,Heungan 2-ri Village Hall,Heungan 2-ri Village Hall
PHB350099344,월포운수,Wol-po-un-su,Wolpo Transportation,Wolpo Transportation
PHB350099345,월포운수,Wol-po-un-su,Wolpo Transportation,Wolpo Transportation
PHB350099346,구평리,Gu-pyeong-li,Gupyeong-ri,Gupyeong-ri
PHB350099347,구평리,Gu-pyeong-li,Gupyeong-ri,Gupyeong-ri
PHB350099348,강사2교차로,Gang-sa-2-gyo-cha-lo,Gangsa 2 Intersection,Instructor 2 Intersection
PHB350099349,구룡포수협(임시),Gu-lyong-po-su-hyeob(im-si),Guryongpo Fisheries Cooperative(temporary),
PHB350099350,강사2교차로,Gang-sa-2-gyo-cha-lo,Gangsa 2 Intersection,Instructor 2 Intersection
PHB350099351,남성1리마을회관,Nam-seong-1-li-ma-eul-hoe-gwan,Namseong 1-ri Village Hall,Namseong 1-ri Village Hall
PHB350099352,임시노선,Im-si-no-seon,Temporary Route,
PHB350099353,임시노선,Im-si-no-seon,Temporary Route,
PHB350099354,삼도한솔타운,Sam-do-han-sol-ta-un,Samdo Hansol Town,Samdo Hansol Town
PHB350099355,태왕아파트,Tae-wang-a-pa-teu,Taewang Apartment,Taewang Apartment
PHB350099356,포항북부경찰서,Po-hang-bug-bu-gyeong-chal-seo,Pohang Bukbu Police Station,Pohang North Police Station
PHB350099357,포항북부경찰서,Po-hang-bug-bu-gyeong-chal-seo,Pohang Bukbu Police Station,Pohang North Police Station
PHB350099358,탑정1리노인정,Tab-jeong-1-li-no-in-jeong,Tapjeong 1-ri Senior Center,Tapjeong 1-ri Senior Citizens' Hall
PHB350099359,탑정1리노인정,Tab-jeong-1-li-no-in-jeong,Tapjeong 1-ri Senior Center,Tapjeong 1-ri Senior Citizens' Hall
PHB350099360,흥해사거리,Heung-hae-sa-geo-li,Heunghae Intersection,Heunghae Intersection
PHB350099361,흥해사거리,Heung-hae-sa-geo-li,Heunghae Intersection,Heunghae Intersection
PHB350099363,성곡3리새마을관,Seong-gog-3-li-sae-ma-eul-gwan,Seonggok 3-ri Saemaeul Hall,Seonggok 3-ri Saemaeul Hall
PHB350099365,인주리,In-ju-li,Inju-ri,Inju-ri
PHB350099366,인주리,In-ju-li,Inju-ri,Inju-ri
PHB350099367,홍계회차지,Hong-gye-hoe-cha-ji,Honggyehoe Bus Turnaround,Honggyehoe (Honggyehoe(Honggyehoe's car
PHB350099368,덕성리,Deog-seong-li,Deokseong-ri,Deokseong-ri
PHB350099369,덕성리,Deog-seong-li,Deokseong-ri,Deokseong-ri
PHB350099370,탑정리,Tab-jeong-li,Tapjeong-ri,Tapjeong-ri
PHB350099371,탑정리,Tab-jeong-li,Tapjeong-ri,Tapjeong-ri
PHB350099372,해인실버타운,Hae-in-sil-beo-ta-un,Haein Silver Town,Haein Silver Town
PHB350099373,해인실버타운,Hae-in-sil-beo-ta-un,Haein Silver Town,Haein Silver Town
PHB350099374,포항농수산물유통센터,Po-hang-nong-su-san-mul-yu-tong-sen-teo,Pohang Agricultural and Marine Products Distribution Center,Pohang Agricultural and Fishery Products Distribution Center
PHB350099375,포항농수산물유통센터,Po-hang-nong-su-san-mul-yu-tong-sen-teo,Pohang Agricultural and Marine Products Distribution Center,Pohang Agricultural and Fishery Products Distribution Center
PHB350099376,일월행복주택아파트,Il-wol-haeng-bog-ju-taeg-a-pa-teu,Ilwol Haengbok Apartment,Ilwol Happy Housing Apt
PHB350099377,송도차고지,Song-do-cha-go-ji,Songdo Garage,Songdo Garage
PHB350099378,송도해수욕장회차지,Song-do-hae-su-yog-jang-hoe-cha-ji,Songdo Beach Bus Turnaround,
PHB350099379,인비교회,In-bi-gyo-hoe,Inbi Church,
PHB350099380,인비교회,In-bi-gyo-hoe,Inbi Church,Inby Church
PHB350099381,천곡사,Cheon-gog-sa,Cheongoksa Temple,Cheongoksa Temple
PHB350099382,중흥리,Jung-heung-li,Jungheung-ri,Jungheungni
PHB350099383,중흥리,Jung-heung-li,Jungheung-ri,Jungheungni
PHB350099384,힐스테이트포항,Hil-seu-te-i-teu-po-hang,Hillstate Pohang Apartment,
PHB350099385,죽도어시장(임시),Jug-do-eo-si-jang(im-si),Jukdo Fish Market(temporary),
PHB350099386,죽도어시장(임시),Jug-do-eo-si-jang(im-si),Jukdo Fish Market(temporary),
PHB350099387,석동교차로(무정차),Seog-dong-gyo-cha-lo(mu-jeong-cha),Seokdong Intersection(non-stop),
PHB350099388,석동교차로(무정차),Seog-dong-gyo-cha-lo(mu-jeong-cha),Seokdong Intersection(non-stop),
PHB350099389,한국폴리텍대학,Han-gug-pol-li-teg-dae-hag,Korea Polytechnic Colleges,Korea Polytechnic Colleges
PHB350099390,한국폴리텍대학,Han-gug-pol-li-teg-dae-hag,Korea Polytechnic Colleges,Korea Polytechnic Colleges
PHB350099391,덕장2리입구,Deog-jang-2-li-ib-gu,Deokjang 2-ri Entrance,
PHB350099392,서정2리입구,Seo-jeong-2-li-ib-gu,Seojeong 2-ri Entrance,
PHB350099393,서정2리입구,Seo-jeong-2-li-ib-gu,Seojeong 2-ri Entrance,
PHB350099394,조사리간이해수욕장,Jo-sa-li-gan-i-hae-su-yog-jang,Josa-ri Beach,
PHB350099395,조사리간이해수욕장,Jo-sa-li-gan-i-hae-su-yog-jang,Josa-ri Beach,
PHB350099396,대각2리마을회관,Dae-gag-2-li-ma-eul-hoe-gwan,Daegak 2-ri Village Hall,
PHB350099397,대각2리마을회관,Dae-gag-2-li-ma-eul-hoe-gwan,Daegak 2-ri Village Hall,
PHB350099398,포항역삼구트리니엔,Po-hang-yeog-sam-gu-teu-li-ni-en,Pohang Station Samgu TriniN Apartment,
PHB350099399,포항역삼구트리니엔,Po-hang-yeog-sam-gu-teu-li-ni-en,Pohang Station Samgu TriniN Apartment,
PHB350099400,한화포레나 정문,Han-hwa-po-le-na-jeong-mun,Hanwha Forena Apartment Main Gate,
PHB350099401,한화포레나 정문,Han-hwa-po-le-na-jeong-mun,Hanwha Forena Apartment Main Gate,
PHB350099402,한화포레나 후문,Han-hwa-po-le-na-hu-mun,Hanwha Forena Apartment Back Gate,
PHB350099403,한화포레나 후문,Han-hwa-po-le-na-hu-mun,Hanwha Forena Apartment Back Gate,
PHB350099404,한신더휴,Han-sin-deo-hyu,Hanshin the Hue Apartment,
PHB350099405,한신더휴,Han-sin-deo-hyu,Hanshin the Hue Apartment,
PHB350099406,대방엘리움,Dae-bang-el-li-um,Daebang Elium Apartment,
PHB350099407,대방엘리움,Dae-bang-el-li-um,Daebang Elium Apartment,
PHB350099408,동아아이위시,Dong-a-a-i-wi-si,Donga I Wish Apartment,
PHB350099409,동아아이위시,Dong-a-a-i-wi-si,Donga I Wish Apartment,
PHB350099410,경북도청 환동해본부,Gyeong-bug-do-cheong- -hwan-dong-hae-bon-bu,Gyeongbuk Provincial Office Hwandonghae Headquarters,
PHB350099411,경북도청 환동해본부,Gyeong-bug-do-cheong- -hwan-dong-hae-bon-bu,Gyeongbuk Provincial Office Hwandonghae Headquarters,
PHB350099412,포항지식산업센터,Po-hang-ji-sig-san-eob-sen-teo,Pohang Knowledge Industry Center,
PHB350099413,포항지식산업센터,Po-hang-ji-sig-san-eob-sen-teo,Pohang Knowledge Industry Center,
PHB350099414,장기유배문화체험촌,Jang-gi-yu-bae-mun-hwa-che-heom-chon,Janggi Exile Culture Experience Village,
PHB350099415,장기유배문화체험촌,Jang-gi-yu-bae-mun-hwa-che-heom-chon,Janggi Exile Culture Experience Village,
PHB350099416,달전공원,Dal-jeon-gong-won,Daljeon Park,
PHB350099417,달전공원,Dal-jeon-gong-won,Daljeon Park,
PHB350099418,흥해농협달전지점,Heung-hae-nong-hyeob-dal-jeon-ji-jeom,Heunghae Nonghyup Daljeon Branch,
